id,filepath,filename,extension,frontmatter_status,frontmatter
3237,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Negative Positive Angler\agregados\Episódio 07 - Quem é essa pessoa.webp,Episódio 07 - Quem é essa pessoa,.webp,,
3238,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Negative Positive Angler\agregados\Episódio 09 - Festa do Nabe.webp,Episódio 09 - Festa do Nabe,.webp,,
3239,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Negative Positive Angler\agregados\Negative Positive Angler - T1-1.webp,Negative Positive Angler - T1-1,.webp,,
3240,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Negative Positive Angler\agregados\Negative Positive Angler - T1-2.webp,Negative Positive Angler - T1-2,.webp,,
3241,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Negative Positive Angler\agregados\Negative Positive Angler - T1-3.webp,Negative Positive Angler - T1-3,.webp,,
3242,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Negative Positive Angler\agregados\Negative Positive Angler - T1-4.webp,Negative Positive Angler - T1-4,.webp,,
3243,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Negative Positive Angler\agregados\Negative Positive Angler - T1-5.webp,Negative Positive Angler - T1-5,.webp,,
3244,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Negative Positive Angler\agregados\Negative Positive Angler - T1-6.webp,Negative Positive Angler - T1-6,.webp,,
3245,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Negative Positive Angler\agregados\Negative Positive Angler - T1-7.webp,Negative Positive Angler - T1-7,.webp,,
3246,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Negative Positive Angler\agregados\Negative Positive Angler - T1-8.webp,Negative Positive Angler - T1-8,.webp,,
3247,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Negative Positive Angler\agregados\Negative Positive Angler - T1.webp,Negative Positive Angler - T1,.webp,,
3248,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Negative Positive Angler\agregados\Negative Positive Angler.webp,Negative Positive Angler,.webp,,
3249,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\0624 (1)-1.mp4,0624 (1)-1,.mp4,,
3250,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Episódio 01 (Ep20260124 121250)-10.webp,Episódio 01 (Ep20260124 121250)-10,.webp,,
3251,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Episódio 01 (Ep20260124 121250)-3.webp,Episódio 01 (Ep20260124 121250)-3,.webp,,
3252,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Episódio 01 (Ep20260124 121250)-4.webp,Episódio 01 (Ep20260124 121250)-4,.webp,,
3253,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Episódio 01 (Ep20260124 121250)-5.webp,Episódio 01 (Ep20260124 121250)-5,.webp,,
3254,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Episódio 01 (Ep20260124 121250)-6.webp,Episódio 01 (Ep20260124 121250)-6,.webp,,
3255,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Episódio 01 (Ep20260124 121250)-7.webp,Episódio 01 (Ep20260124 121250)-7,.webp,,
3256,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Episódio 01 (Ep20260124 121250)-8.webp,Episódio 01 (Ep20260124 121250)-8,.webp,,
3257,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Episódio 01 (Ep20260124 121250)-9.webp,Episódio 01 (Ep20260124 121250)-9,.webp,,
3258,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Episódio 01 (Ep20260124 121250).webp,Episódio 01 (Ep20260124 121250),.webp,,
3259,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Episódio 02 (Ep20260126 202127).webp,Episódio 02 (Ep20260126 202127),.webp,,
3260,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Episódio 22-1.webp,Episódio 22-1,.webp,,
3261,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Episódio 22.webp,Episódio 22,.webp,,
3262,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Nichijou-06-21-54.mp4,Nichijou-06-21-54,.mp4,,
3263,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Nichijou-09-32-02.mp4,Nichijou-09-32-02,.mp4,,
3264,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Nichijou\agregados\Nichijou.webp,Nichijou,.webp,,
3265,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\AnV-07_1.gif,AnV-07_1,.gif,,
3266,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 05 (Ep20260129 161151).webp,Episódio 05 (Ep20260129 161151),.webp,,
3267,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 06 (Ep20260130 092541)-1.webp,Episódio 06 (Ep20260130 092541)-1,.webp,,
3268,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 06 (Ep20260130 092541)-2.webp,Episódio 06 (Ep20260130 092541)-2,.webp,,
3269,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 06 (Ep20260130 092541)-3.webp,Episódio 06 (Ep20260130 092541)-3,.webp,,
3270,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 06 (Ep20260130 092541)-4.webp,Episódio 06 (Ep20260130 092541)-4,.webp,,
3271,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 06 (Ep20260130 092541)-5.webp,Episódio 06 (Ep20260130 092541)-5,.webp,,
3272,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 06 (Ep20260130 092541)-6.webp,Episódio 06 (Ep20260130 092541)-6,.webp,,
3273,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 06 (Ep20260130 092541).webp,Episódio 06 (Ep20260130 092541),.webp,,
3274,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-1.webp,Episódio 07 (Ep20260130 092806)-1,.webp,,
3275,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-10.webp,Episódio 07 (Ep20260130 092806)-10,.webp,,
3276,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-11.webp,Episódio 07 (Ep20260130 092806)-11,.webp,,
3277,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-12.webp,Episódio 07 (Ep20260130 092806)-12,.webp,,
3278,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-13.webp,Episódio 07 (Ep20260130 092806)-13,.webp,,
3279,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-14.webp,Episódio 07 (Ep20260130 092806)-14,.webp,,
3280,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-15.webp,Episódio 07 (Ep20260130 092806)-15,.webp,,
3281,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-16.webp,Episódio 07 (Ep20260130 092806)-16,.webp,,
3282,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-17.webp,Episódio 07 (Ep20260130 092806)-17,.webp,,
3283,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-18.webp,Episódio 07 (Ep20260130 092806)-18,.webp,,
3284,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-19.webp,Episódio 07 (Ep20260130 092806)-19,.webp,,
3285,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-2.webp,Episódio 07 (Ep20260130 092806)-2,.webp,,
3286,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-20.webp,Episódio 07 (Ep20260130 092806)-20,.webp,,
3287,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-21.webp,Episódio 07 (Ep20260130 092806)-21,.webp,,
3288,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-22.webp,Episódio 07 (Ep20260130 092806)-22,.webp,,
3289,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-3.webp,Episódio 07 (Ep20260130 092806)-3,.webp,,
3290,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-4.webp,Episódio 07 (Ep20260130 092806)-4,.webp,,
3291,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-5.webp,Episódio 07 (Ep20260130 092806)-5,.webp,,
3292,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-6.webp,Episódio 07 (Ep20260130 092806)-6,.webp,,
3293,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-7.webp,Episódio 07 (Ep20260130 092806)-7,.webp,,
3294,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-8.webp,Episódio 07 (Ep20260130 092806)-8,.webp,,
3295,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806)-9.webp,Episódio 07 (Ep20260130 092806)-9,.webp,,
3296,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\Episódio 07 (Ep20260130 092806).webp,Episódio 07 (Ep20260130 092806),.webp,,
3297,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\ONIMAI - I'm Now Your Sister! - T1-1.webp,ONIMAI - I'm Now Your Sister! - T1-1,.webp,,
3298,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\ONIMAI - I'm Now Your Sister! - T1-2.webp,ONIMAI - I'm Now Your Sister! - T1-2,.webp,,
3299,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\ONIMAI - I'm Now Your Sister! - T1-3.webp,ONIMAI - I'm Now Your Sister! - T1-3,.webp,,
3300,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\ONIMAI - I'm Now Your Sister! - T1.webp,ONIMAI - I'm Now Your Sister! - T1,.webp,,
3301,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\ONIMAI - I'm Now Your Sister!\agregados\ONIMAI - I'm Now Your Sister!.webp,ONIMAI - I'm Now Your Sister!,.webp,,
3302,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\0721-1.mp4,0721-1,.mp4,,
3303,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 01-1.webp,Episódio 01-1,.webp,,
3304,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 01-10.webp,Episódio 01-10,.webp,,
3305,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 01-11.webp,Episódio 01-11,.webp,,
3306,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 01-12.webp,Episódio 01-12,.webp,,
3307,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 01-13.webp,Episódio 01-13,.webp,,
3308,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 01-2.webp,Episódio 01-2,.webp,,
3309,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 01-3.webp,Episódio 01-3,.webp,,
3310,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 01-4.webp,Episódio 01-4,.webp,,
3311,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 01-5.webp,Episódio 01-5,.webp,,
3312,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 01-6.webp,Episódio 01-6,.webp,,
3313,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 01-7.webp,Episódio 01-7,.webp,,
3314,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 01-8.webp,Episódio 01-8,.webp,,
3315,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 01-9.webp,Episódio 01-9,.webp,,
3316,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 01.webp,Episódio 01,.webp,,
3317,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 02-1.webp,Episódio 02-1,.webp,,
3318,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 02-2.webp,Episódio 02-2,.webp,,
3319,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 02-3.webp,Episódio 02-3,.webp,,
3320,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 02.webp,Episódio 02,.webp,,
3321,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 03-1.webp,Episódio 03-1,.webp,,
3322,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 03-2.webp,Episódio 03-2,.webp,,
3323,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 03-3.webp,Episódio 03-3,.webp,,
3324,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 03-4.webp,Episódio 03-4,.webp,,
3325,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 04 (Ep20250729_171950)-1.webp,Episódio 04 (Ep20250729_171950)-1,.webp,,
3326,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 04 (Ep20250729_171950)-2.webp,Episódio 04 (Ep20250729_171950)-2,.webp,,
3327,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 04 (Ep20250729_171950)-3.webp,Episódio 04 (Ep20250729_171950)-3,.webp,,
3328,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 04 (Ep20250729_171950)-4.webp,Episódio 04 (Ep20250729_171950)-4,.webp,,
3329,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 04 (Ep20250729_171950)-5.webp,Episódio 04 (Ep20250729_171950)-5,.webp,,
3330,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 04 (Ep20250729_171950).webp,Episódio 04 (Ep20250729_171950),.webp,,
3331,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 05 (Ep20250804_114703)-1.webp,Episódio 05 (Ep20250804_114703)-1,.webp,,
3332,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 05 (Ep20250804_114703)-2.webp,Episódio 05 (Ep20250804_114703)-2,.webp,,
3333,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 05 (Ep20250804_114703)-4.webp,Episódio 05 (Ep20250804_114703)-4,.webp,,
3334,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 05 (Ep20250804_114703)-5.webp,Episódio 05 (Ep20250804_114703)-5,.webp,,
3335,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 05 (Ep20250804_114703)-6.webp,Episódio 05 (Ep20250804_114703)-6,.webp,,
3336,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 05 (Ep20250804_114703).webp,Episódio 05 (Ep20250804_114703),.webp,,
3337,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas-1.webp","Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas-1",.webp,,
3338,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas-2.webp","Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas-2",.webp,,
3339,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas-3.webp","Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas-3",.webp,,
3340,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas-4.webp","Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas-4",.webp,,
3341,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas-5.webp","Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas-5",.webp,,
3342,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas-6.webp","Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas-6",.webp,,
3343,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas-7.webp","Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas-7",.webp,,
3344,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas.webp","Episódio 09 - Cápsula do tempo de 1,9 milhões de toneladas",.webp,,
3345,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 10 - Uma frase para trilhos abandonados-1.webp,Episódio 10 - Uma frase para trilhos abandonados-1,.webp,,
3346,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 10 - Uma frase para trilhos abandonados-2.webp,Episódio 10 - Uma frase para trilhos abandonados-2,.webp,,
3347,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 10 - Uma frase para trilhos abandonados-3.webp,Episódio 10 - Uma frase para trilhos abandonados-3,.webp,,
3348,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 10 - Uma frase para trilhos abandonados.webp,Episódio 10 - Uma frase para trilhos abandonados,.webp,,
3349,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 11 - Berço de Safira-1.webp,Episódio 11 - Berço de Safira-1,.webp,,
3350,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 11 - Berço de Safira-2.webp,Episódio 11 - Berço de Safira-2,.webp,,
3351,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Animes (Mídia)\Ruri Rocks\agregados\Episódio 11 - Berço de Safira-3.webp,Episódio 11 - Berço de Safira-3,.webp,,
