id,filepath,filename,extension,frontmatter_status,frontmatter
1697,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Anotações para terapias.md,Anotações para terapias,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['pessoal', 'mov/cuidado_mental'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Contínua]]'], 'created': '2026-02-11 14:36:55', 'modified': '2026-03-06 11:33:33'}"
1698,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Anotações sobre documentação do LibreOffice Calc.md,Anotações sobre documentação do LibreOffice Calc,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/computacao/suite_escritorio/libreoffice/calc'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Atual]]']}"
1699,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Anotações Soltas de 2025-06 (Junho).md,Anotações Soltas de 2025-06 (Junho),.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/ANSM', 'pessoal'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]']}"
1700,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Anotações Soltas de 2025-07 (Julho).md,Anotações Soltas de 2025-07 (Julho),.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/ANSM'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]']}"
1701,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Anotações Soltas de 2025-08 (Agosto).md,Anotações Soltas de 2025-08 (Agosto),.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/ANSM'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]']}"
1702,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Anotações Soltas de 2025-09 (Setembro).md,Anotações Soltas de 2025-09 (Setembro),.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/ANSM'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]']}"
1703,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Anotações Soltas de 2025-10 (Outubro).md,Anotações Soltas de 2025-10 (Outubro),.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/ANSM', 'pessoal'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]']}"
1704,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Anotações Soltas de 2025-11 (Novembro).md,Anotações Soltas de 2025-11 (Novembro),.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/ANSM'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]']}"
1705,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Ansiedade temporal.md,Ansiedade temporal,.md,FrontmatterStatus.VALID,"{'aliases': ['Ansiedade temporal/de atividades'], 'tags': [], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'modified': '2025-12-07 09:05:52'}"
1706,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Análise estática do código.md,Análise estática do código,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/computacao/programacao', 'remnote/completo'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2025-12-29 14:58:54', 'modified': '2026-01-15 15:57:23'}"
1707,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aplicações de fluidos na engenharia mecânica.md,Aplicações de fluidos na engenharia mecânica,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/fisica/mec_flu'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-02-09 08:53:02', 'modified': '2026-03-06 20:58:34'}"
1708,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Argumento.md,Argumento,.md,FrontmatterStatus.VALID,"{'aliases': ['Argumentos'], 'tags': ['mov/computacao/programacao', 'remnote/completo'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2025-12-06 16:16:52', 'modified': '2026-01-17 14:44:25'}"
1709,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Arquivo.md,Arquivo,.md,FrontmatterStatus.VALID,"{'aliases': ['Arquivos'], 'tags': ['mov/computacao/programacao', 'remnote/completo'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-01-15 15:45:16', 'modified': '2026-01-17 14:41:37'}"
1710,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Arquivos STL.md,Arquivos STL,.md,FrontmatterStatus.VALID,"{'aliases': ['Arquivos STL.'], 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Tópicos Especiais em Mecânicas do Fluido (Estudo de OpenFOAM) (Disciplina)]]'], 'status': ['[[Completa]]'], 'estudo_tipos': ['nota-comum'], 'modified': '2026-03-26 15:23:13'}"
1711,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\As demandas em cada relação pessoal e social.md,As demandas em cada relação pessoal e social,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': 'pessoal', 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]']}"
1712,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\As desculpas para não me ver como inaceitável.md,As desculpas para não me ver como inaceitável,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['pessoal', 'area/saude/mental'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]']}"
1713,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\As implicações do sentido etimológico de 'agradável'.md,As implicações do sentido etimológico de 'agradável',.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['area/sentimento/gratidao'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-03-12 10:40:55', 'modified': '2026-03-15 14:58:45'}"
1714,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\As limitações mentais de cada um.md,As limitações mentais de cada um,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/viagens/vgm1'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'dia': '2025-02-12', 'created': '2025-12-07 11:12:36', 'modified': '2025-12-07 11:13:21'}"
1715,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\As mulheres aos meus olhos.md,As mulheres aos meus olhos,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['pessoal'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]']}"
1716,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\assert.md,assert,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/computacao/programacao'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2025-12-30 09:59:16', 'modified': '2025-12-30 10:00:54'}"
1717,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Associação entre desejo e prazer.md,Associação entre desejo e prazer,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['area/sentimento/motivacao', 'area/sentimento/prazer', 'uso_de_IA/base'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-03-25 19:53:53', 'modified': '2026-04-06 06:34:29'}"
1718,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Atividades centrais feitas no dia.md,Atividades centrais feitas no dia,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': [], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Atual]]'], 'created': '2026-01-29 17:06:16', 'modified': '2026-02-10 17:55:34'}"
1719,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Atributos de classe.md,Atributos de classe,.md,FrontmatterStatus.VALID,"{'aliases': ['Atributos estáticos', 'Variáveis de classe'], 'tags': ['mov/computacao/programacao', 'remnote/completo'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2025-12-08 15:33:21', 'modified': '2025-12-08 15:43:57'}"
1720,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Atributos de instância.md,Atributos de instância,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/computacao/programacao', 'remnote/completo'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2025-12-08 15:26:47', 'modified': '2025-12-11 11:34:16'}"
1721,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Atributos.md,Atributos,.md,FrontmatterStatus.VALID,"{'aliases': ['Atributo'], 'tags': ['mov/computacao/programacao', 'remnote/completo'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2025-12-06 16:17:16', 'modified': '2025-12-08 15:44:27'}"
1722,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula -  2025-06-16 - 15-05.md,Aula -  2025-06-16 - 15-05,.md,FrontmatterStatus.VALID,"{'aliases': ['Apresentação de tutorial do Rodrigo'], 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Tópicos Especiais em Acústica, Dinâmica e Vibrações (Disciplina)]]'], 'status': ['[[Completa]]'], 'estudo_tipos': ['aula']}"
1723,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula -  2025-06-18 - 13-07.md,Aula -  2025-06-18 - 13-07,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'disciplinas': ['[[Tópicos Especiais em Mecânicas do Fluido (Estudo de OpenFOAM) (Disciplina)]]'], 'status': ['[[Completa]]'], 'estudo_tipos': ['aula']}"
1724,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula -  2025-06-23 - 13-22.md,Aula -  2025-06-23 - 13-22,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Tópicos Especiais em Mecânicas do Fluido (Estudo de OpenFOAM) (Disciplina)]]'], 'estudo_tipos': ['aula'], 'status': ['[[Completa]]']}"
1725,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula -  2025-06-23 - 15-19.md,Aula -  2025-06-23 - 15-19,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Tópicos Especiais em Acústica, Dinâmica e Vibrações (Disciplina)]]'], 'estudo_tipos': ['aula'], 'status': ['[[Completa]]']}"
1726,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula -  2025-06-25 - 13-13.md,Aula -  2025-06-25 - 13-13,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Tópicos Especiais em Mecânicas do Fluido (Estudo de OpenFOAM) (Disciplina)]]'], 'estudo_tipos': ['aula'], 'status': ['[[Completa]]']}"
1727,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula -  2025-06-25 - 15-52.md,Aula -  2025-06-25 - 15-52,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Tópicos Especiais em Acústica, Dinâmica e Vibrações (Disciplina)]]'], 'estudo_tipos': ['aula'], 'status': ['[[Completa]]']}"
1728,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula -  2025-07-02 - 13-25.md,Aula -  2025-07-02 - 13-25,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Tópicos Especiais em Mecânicas do Fluido (Estudo de OpenFOAM) (Disciplina)]]'], 'estudo_tipos': ['aula'], 'status': ['[[Completa]]']}"
1729,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula -  2025-07-14 - 14-08.md,Aula -  2025-07-14 - 14-08,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Tópicos Especiais em Mecânicas do Fluido (Estudo de OpenFOAM) (Disciplina)]]'], 'estudo_tipos': ['aula'], 'status': ['[[Completa]]']}"
1730,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula -  2025-07-16 - 13-09.md,Aula -  2025-07-16 - 13-09,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Tópicos Especiais em Mecânicas do Fluido (Estudo de OpenFOAM) (Disciplina)]]'], 'estudo_tipos': ['aula'], 'status': ['[[Completa]]']}"
1731,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula -  2025-07-16 - 15-37.md,Aula -  2025-07-16 - 15-37,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Tópicos Especiais em Acústica, Dinâmica e Vibrações (Disciplina)]]'], 'estudo_tipos': ['aula'], 'status': ['[[Completa]]']}"
1732,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula -  2025-08-05 - 21-14.md,Aula -  2025-08-05 - 21-14,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Organização das Indústrias (Disciplina)]]'], 'estudo_tipos': ['aula'], 'status': ['[[Completa]]']}"
1733,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula -  2025-08-05 - 21-16.md,Aula -  2025-08-05 - 21-16,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Vibrações Mecânicas (Disciplina)]]'], 'estudo_tipos': ['aula'], 'status': ['[[Completa]]']}"
1734,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula -  2025-08-07 - 18-31.md,Aula -  2025-08-07 - 18-31,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Vibrações Mecânicas (Disciplina)]]'], 'estudo_tipos': ['aula'], 'status': ['[[Completa]]']}"
1735,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula - 2025-06-16 - 13-14.md,Aula - 2025-06-16 - 13-14,.md,FrontmatterStatus.VALID,"{'aliases': ['Apresentação de aluno sobre o caso de CFD em aerogeradores'], 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Tópicos Especiais em Mecânicas do Fluido (Estudo de OpenFOAM) (Disciplina)]]'], 'status': ['[[Completa]]'], 'estudo_tipos': ['aula']}"
1736,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula - 2026-03-30 - 13-11.md,Aula - 2026-03-30 - 13-11,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Inteligência Artificial Aplicada à Gestão da Produção (Disciplina)]]'], 'estudo_tipos': ['aula'], 'status': ['[[Completa]]'], 'created': '2026-03-30 13:11:25', 'modified': '2026-03-30 13:43:04'}"
1737,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula 1 - Introdução (2026-03-13 - 15-35).md,Aula 1 - Introdução (2026-03-13 - 15-35),.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Tecnologia e Desenvolvimento Social (Disciplina)]]'], 'estudo_tipos': ['aula'], 'status': ['[[Completa]]'], 'created': '2026-03-14 15:35:55', 'modified': '2026-03-14 16:02:30'}"
1738,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Aula 2 - Decartes, da Vinci e o Corpo da Ciência (2026-03-21 - 11-49).md","Aula 2 - Decartes, da Vinci e o Corpo da Ciência (2026-03-21 - 11-49)",.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/faculdade/disciplina'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'disciplinas': ['[[Tecnologia e Desenvolvimento Social (Disciplina)]]'], 'estudo_tipos': ['aula'], 'status': ['[[Completa]]'], 'created': '2026-03-21 11:49:39', 'modified': '2026-03-21 11:58:52'}"
1739,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Autoaceitação.md,Autoaceitação,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': [], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-04-01 09:03:28', 'modified': '2026-04-01 09:05:40'}"
1740,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Autoconfiança.md,Autoconfiança,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': [], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-03-27 12:56:41', 'modified': '2026-04-01 09:16:40'}"
1741,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Autocriticismo tira a diversão do processo.md,Autocriticismo tira a diversão do processo,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': 'pessoal', 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]']}"
1742,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Autoeficácia.md,Autoeficácia,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['area/saude/mental'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-02-20 17:57:32', 'modified': '2026-02-20 18:01:48'}"
1743,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Autoestima.md,Autoestima,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['area/percepcao_pessoal/autoestima'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-03-27 12:47:55', 'modified': '2026-04-01 09:09:31'}"
1744,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Autovalorização.md,Autovalorização,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': [], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-04-01 08:59:58', 'modified': '2026-04-01 09:05:06'}"
1745,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Avaliação.md,Avaliação,.md,FrontmatterStatus.VALID,"{'aliases': ['Avaliações'], 'tags': [], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-03-25 13:02:53', 'modified': '2026-03-25 13:06:37'}"
1746,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Baixa autoestima.md,Baixa autoestima,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['area/percepcao_pessoal/autoestima'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-04-01 09:10:20', 'modified': '2026-04-04 15:59:21'}"
1747,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Banco de dados relacional.md,Banco de dados relacional,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/computacao/programacao'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-03-31 15:30:53', 'modified': '2026-03-31 15:36:11'}"
1748,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Biblioteca Padrão do Python.md,Biblioteca Padrão do Python,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/computacao/programacao/python'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2025-12-13 16:58:16', 'modified': '2025-12-13 18:34:11'}"
1749,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Biblioteca pynput.md,Biblioteca pynput,.md,FrontmatterStatus.VALID,"{'aliases': ['pynput'], 'tags': ['mov/computacao/programacao/python'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Atual]]'], 'created': '2025-12-13 16:52:55', 'modified': '2025-12-15 15:52:33'}"
1750,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Biblioteca.md,Biblioteca,.md,FrontmatterStatus.VALID,"{'aliases': ['Bibliotecas'], 'tags': ['mov/computacao/programacao', 'remnote/completo'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2025-12-08 17:43:49', 'modified': '2025-12-08 17:45:18'}"
1751,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Bits.md,Bits,.md,FrontmatterStatus.VALID,"{'aliases': ['Dígito binário', 'Bit'], 'tags': ['mov/computacao/programacao', 'remnote/completo'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'modified': '2025-12-09 17:36:30'}"
1752,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Breakpoints em código.md,Breakpoints em código,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/computacao/programacao'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-02-11 18:42:39', 'modified': '2026-02-11 18:43:20'}"
1753,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Bytes.md,Bytes,.md,FrontmatterStatus.VALID,"{'aliases': ['Byte'], 'tags': ['mov/computacao/programacao', 'remnote/completo'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2025-12-09 17:36:31', 'modified': '2025-12-09 17:36:31'}"
1754,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Calor (Símbolo).md,Calor (Símbolo),.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['exp_matematica/simbolo', 'mov/fisica'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-03-25 09:57:53', 'modified': '2026-03-25 09:59:04'}"
1755,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Calor específico (Fórmula).md,Calor específico (Fórmula),.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['exp_matematica/formula', 'mov/fisica'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-03-31 09:39:36', 'modified': '2026-03-31 09:40:42'}"
1756,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Calor específico (Símbolo).md,Calor específico (Símbolo),.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['exp_matematica/simbolo', 'mov/fisica'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-03-31 09:38:10', 'modified': '2026-03-31 09:40:53'}"
1757,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Calor específico.md,Calor específico,.md,FrontmatterStatus.VALID,"{'aliases': ['Capacidade térmica mássica'], 'tags': ['mov/fisica', 'exp_matematica/descricao'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-03-17 17:15:10', 'modified': '2026-03-31 10:02:43'}"
1758,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Calor.md,Calor,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['exp_matematica/descricao', 'mov/fisica'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-03-25 09:52:32', 'modified': '2026-03-25 10:00:45'}"
1759,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Caminho.md,Caminho,.md,FrontmatterStatus.VALID,"{'aliases': ['Caminhos'], 'tags': ['mov/computacao/programacao', 'remnote/completo'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2026-01-15 16:12:10', 'modified': '2026-01-15 19:46:56'}"
1760,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Canais do conda.md,Canais do conda,.md,FrontmatterStatus.VALID,"{'aliases': ['Conda channels', 'Canal do conda'], 'tags': ['mov/computacao/programacao'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'created': '2025-12-08 17:03:49', 'modified': '2025-12-11 18:21:31'}"
1761,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Notas Simples (Ente)\Cansado e Relaxado.md,Cansado e Relaxado,.md,FrontmatterStatus.VALID,"{'aliases': None, 'tags': ['mov/viagens/vgm1'], 'categorias': ['[[Notas Simples (Categoria)]]'], 'status': ['[[Completa]]'], 'dia': '2025-02-03', 'created': '2025-12-07 11:13:37', 'modified': '2025-12-07 11:14:05'}"
